lemma	iztočnica	besedna vrsta	številka pomena	indikator
tipičen	tipično	prislov	2	običajno
altruist	altruist	samostalnik	1	altruističen človek
anarhistek	anarhistka	samostalnik	1	privrženka anarhizma
apostat	apostat	samostalnik	1	odpadnik
žeparek	žeparka	samostalnik	1	tatica
advokatek	advokatka	samostalnik	1	odvetnica
akviziterstvo	akviziterstvo	samostalnik	1	prodaja po hišah
zemljepisec	zemljepisec	samostalnik	1	strokovnjak
bevskanje	bevskanje	samostalnik	1	o oglašanju živali
bevskanje	bevskanje	samostalnik	2	zadirčno govorjenje
aspirant	aspirant	samostalnik	1	kandidat
vrač	vrač	samostalnik	1	plemenski modrec in zdravilec
zahvala	zahvala	samostalnik	1	izraz hvaležnosti
zahvala	zahvala	samostalnik	2	listina
atol	atol	samostalnik	1	koralni otok
žena	žena	samostalnik	1	soproga
žena	žena	samostalnik	2	ženska
konosament	konosament	samostalnik	1	listina
violinistka	violinistka	samostalnik	1	glasbenica
violinist	violinist	samostalnik	1	glasbenik
žepnina	žepnina	samostalnik	1	o otrocih
žepnina	žepnina	samostalnik	2	o zaslužku
čelist	čelist	samostalnik	1	glasbenik
čeber	čeber	samostalnik	1	velika posoda
arašid	arašid	samostalnik	1	zemeljski orešek
arašid	arašid	samostalnik	2	rastlina
percentil	percentil	samostalnik	1	statistična merska enota
pozavnist	pozavnist	samostalnik	1	glasbenik
punker	punker	samostalnik	1	glasbenik
punker	punker	samostalnik	2	ljubitelj punk glasbe
jasnovidek	jasnovidka	samostalnik	1	napovedovalka prihodnosti
batik	batik	samostalnik	1	tkanina
batik	batik	samostalnik	2	tehnika barvanja
asteroid	asteroid	samostalnik	1	majhen planet
anatom	anatom	samostalnik	1	strokovnjak
avdiokaset	avdiokaseta	samostalnik	1	nosilec zvoka
avtokart	avtokarta	samostalnik	1	zemljevid
bigamist	bigamist	samostalnik	1	moški z dvema ženama
agnostik	agnostik	samostalnik	1	privrženec agnosticizma
bibliobus	bibliobus	samostalnik	1	avtobus s knjižnico
bikoborec	bikoborec	samostalnik	1	kdor se bori z bikom
jelenček	jelenček	samostalnik	1	majhen jelen; jelenji mladič;
jagoda	jagoda	samostalnik	1	rastlina
jagoda	jagoda	samostalnik	2	plod
jagoda	jagoda	samostalnik	3	okrogel plod
jagoda	jagoda	samostalnik	4	droben predmet
čevljarstvo	čevljarstvo	samostalnik	1	dejavnost
čevljarstvo	čevljarstvo	samostalnik	2	trgovina ali podjetje
piccolo	piccolo	samostalnik	1	pihalo
antidot	antidot	samostalnik	1	protistrup
antidot	antidot	samostalnik	2	o rešitvi
adventist	adventist	samostalnik	1	pripadnik verske skupnosti
biograf	biograf	samostalnik	1	avtor biografij
bibavica	bibavica	samostalnik	1	plimovanje
steklopihal	steklopihalec	samostalnik	1	izdelovalec steklenih izdelkov
apsida	apsida	samostalnik	1	polkrožni prostor
estuarij	estuarij	samostalnik	1	lijakast izliv reke
husit	husit	samostalnik	1	pripadnik husitstva
lutnjar	lutnjar	samostalnik	1	glasbenik
naftovod	naftovod	samostalnik	1	cevovod za nafto
žurnalistka	žurnalistka	samostalnik	1	novinarka
beduin	beduin	samostalnik	1	arabski nomad
samorog	samorog	samostalnik	1	bajeslovna žival
samorog	samorog	samostalnik	2	kit
alegorija	alegorija	samostalnik	1	zgodba ali slika
alegorija	alegorija	samostalnik	2	prispodoba
ampula	ampula	samostalnik	1	steklenička
ampula	ampula	samostalnik	2	posoda za sveto olje
ampula	ampula	samostalnik	3	del organa
akviziter	akviziter	samostalnik	1	prodajalec
amfiteater	amfiteater	samostalnik	1	v antični Grčiji in Rimu
amfiteater	amfiteater	samostalnik	2	v sodobnosti
amfiteater	amfiteater	samostalnik	3	naravni prostor okrogle ali ovalne oblike
senik	senik	samostalnik	1	prostor za seno
analgetik	analgetik	samostalnik	1	zdravilo
apokalipsa	apokalipsa	samostalnik	1	konec sveta
apokalipsa	apokalipsa	samostalnik	2	katastrofa
aristokracija	aristokracija	samostalnik	1	privilegiran družbeni sloj
aristokracija	aristokracija	samostalnik	2	izbran krog ljudi
aristokracija	aristokracija	samostalnik	3	oblika vladavine
aristokracija	aristokracija	samostalnik	4	aristokratskost
azil	azil	samostalnik	1	mednarodna zaščita
azil	azil	samostalnik	2	zavetišče za živali
azil	azil	samostalnik	3	zavetišče za ljudi
članarina	članarina	samostalnik	1	denarni prispevek člana
arboretum	arboretum	samostalnik	1	ustanova za ogled rastlin
akviziterka	akviziterka	samostalnik	1	prodajalka
kohorta	kohorta	samostalnik	1	starorimska vojaška enota
brom	brom	samostalnik	1	kemijski element
vodik	vodik	samostalnik	1	kemijski element
radij	radij	samostalnik	1	kemijski element
radij	radij	samostalnik	2	polmer
radij	radij	samostalnik	3	območje
radij	radij	samostalnik	4	o delovanju naprav
radij	radij	samostalnik	5	o obliki smuči
kositer	kositer	samostalnik	1	kemijski element
tantal	tantal	samostalnik	1	kemijski element
deskar	deskar	samostalnik	1	po snegu
deskar	deskar	samostalnik	2	po vodi
deskar	deskar	samostalnik	3	kdor brska po spletu
deskarek	deskarka	samostalnik	1	pri zimskem športu
deskarek	deskarka	samostalnik	2	pri vodnem športu
jahačica	jahačica	samostalnik	1	športnica
jahačica	jahačica	samostalnik	2	pri spolnem odnosu
jahalek	jahalka	samostalnik	1	športnica
klif	klif	samostalnik	1	pečina
muzikal	muzikal	samostalnik	1	glasbena predstava
hibiskus	hibiskus	samostalnik	1	rastlina
breskov	breskov	pridevnik	1	v kulinariki
breskov	breskov	pridevnik	2	o drevesu
breskov	breskov	pridevnik	3	o plodu
breskov	breskov	pridevnik	4	o barvi
breskov	breskov	pridevnik	5	o snovi
baobab	baobab	samostalnik	1	drevo
bodika	bodika	samostalnik	1	drevo ali grm
bodika	bodika	samostalnik	2	riba
bukovina	bukovina	samostalnik	1	les
bukovina	bukovina	samostalnik	2	bukova drevesa
cibora	cibora	samostalnik	1	plod
cibora	cibora	samostalnik	2	drevo
figovec	figovec	samostalnik	1	drevo
glog	glog	samostalnik	1	drevo ali grm
glog	glog	samostalnik	2	zdravilni pripravek
panešplja	panešplja	samostalnik	1	grm
plutovina	plutovina	samostalnik	1	skorja hrasta plutovca
plutovina	plutovina	samostalnik	2	kot surovina ali izdelek
resa	resa	samostalnik	1	grm
resa	resa	samostalnik	2	okrasni trakec
resa	resa	samostalnik	3	pri žitu in travah
resa	resa	samostalnik	4	lasje ali dlake
lovorov	lovorov	pridevnik	1	o drevesu ali delu drevesa
kosteničevje	kosteničevje	samostalnik	1	grm
krčnica	krčnica	samostalnik	1	grm
krčnica	krčnica	samostalnik	2	obolenje ven
lovor	lovor	samostalnik	1	drevo ali grm
lovor	lovor	samostalnik	2	začimba
lovor	lovor	samostalnik	3	priznanje; naslov;
malinjak	malinjak	samostalnik	1	grm
malinjak	malinjak	samostalnik	2	nasad malin
mangovec	mangovec	samostalnik	1	drevo
mango	mango	samostalnik	1	drevo
mango	mango	samostalnik	2	plod
medvejka	medvejka	samostalnik	1	grm
mokovec	mokovec	samostalnik	1	drevo
nagnoj	nagnoj	samostalnik	1	drevo
oliva	oliva	samostalnik	1	plod
oliva	oliva	samostalnik	2	drevo
jadikovec	jadikovec	samostalnik	1	drevo
jagodičnica	jagodičnica	samostalnik	1	grm
kapokovec	kapokovec	samostalnik	1	drevo
pomaranča	pomaranča	samostalnik	1	plod
pomaranča	pomaranča	samostalnik	2	drevo
breza	breza	samostalnik	1	drevo
iglavec	iglavec	samostalnik	1	drevo
jelka	jelka	samostalnik	1	drevo
jelka	jelka	samostalnik	2	novoletna jelka
pomarančen	pomarančen	pridevnik	1	o drevesu ali delu drevesa
pomarančen	pomarančen	pridevnik	2	v kulinariki
pomarančen	pomarančen	pridevnik	3	o plodu
pomarančen	pomarančen	pridevnik	4	o pojavu na koži
pomarančen	pomarančen	pridevnik	5	o snovi
brezovina	brezovina	samostalnik	1	les
brusnica	brusnica	samostalnik	1	plod
brusnica	brusnica	samostalnik	2	grm
gvajava	gvajava	samostalnik	1	sadež
gvajav	gvajava	samostalnik	2	drevo ali grm
javorovina	javorovina	samostalnik	1	les
jesenovina	jesenovina	samostalnik	1	les
palmovec	palmovec	samostalnik	1	drevo
palmovec	palmovec	samostalnik	2	ptica
pomarančevec	pomarančevec	samostalnik	1	drevo
pušpan	pušpan	samostalnik	1	grm
saguaro	saguaro	samostalnik	1	drevo
sandalovina	sandalovina	samostalnik	1	les
sandalovina	sandalovina	samostalnik	2	esenca
šipek	šipek	samostalnik	1	grm
šipek	šipek	samostalnik	2	plod
smokva	smokva	samostalnik	1	plod
smokva	smokva	samostalnik	2	drevo ali grm
smokvovec	smokvovec	samostalnik	1	drevo
smrekovina	smrekovina	samostalnik	1	les
tikovina	tikovina	samostalnik	1	les
topolovina	topolovina	samostalnik	1	les
tulipanovec	tulipanovec	samostalnik	1	drevo
Višnji	višnja	samostalnik	1	drevo
Višnji	višnja	samostalnik	2	plod
vrbovina	vrbovina	samostalnik	1	les
lešnik	lešnikov	pridevnik	1	v kulinariki
lešnik	lešnikov	pridevnik	2	o plodu
lešnik	lešnikov	pridevnik	3	o barvi
oliven	oliven	pridevnik	1	o barvi
oliven	oliven	pridevnik	2	v kulinariki
oliven	oliven	pridevnik	3	v kozmetiki
oliven	oliven	pridevnik	4	o drevesu
oreh	orehov	pridevnik	1	v kulinariki
oreh	orehov	pridevnik	2	o drevesu ali delu drevesa
oreh	orehov	pridevnik	3	izdelan iz lesa oreha
oreh	orehov	pridevnik	4	o plodu
kostanjevina	kostanjevina	samostalnik	1	les
macesnovina	macesnovina	samostalnik	1	les
mandarinovec	mandarinovec	samostalnik	1	drevo
palma	palma	samostalnik	1	drevo
dren	dren	samostalnik	1	medicinska oprema
pomarančast	pomarančast	pridevnik	1	o koži
pomarančast	pomarančast	pridevnik	2	o barvi
jablana	jablana	samostalnik	1	drevo
jerebika	jerebika	samostalnik	1	drevo
jerebika	jerebika	samostalnik	2	plod
kokos	kokos	samostalnik	1	plod
kokos	kokos	samostalnik	2	drevo
ricinus	ricinus	samostalnik	1	olje
ricinus	ricinus	samostalnik	2	grm
ringlo	ringlo	samostalnik	1	plod
ringlo	ringlo	samostalnik	2	drevo
kalina	kalina	samostalnik	1	grm
kininovec	kininovec	samostalnik	1	drevo
oslez	oslez	samostalnik	1	rastlina
limetin	limetin	pridevnik	1	v kulinariki
mahagonij	mahagonijev	pridevnik	1	izdelan iz mahagonijevega lesa
mahagonij	mahagonijev	pridevnik	2	o drevesu ali delu drevesa
mahagonij	mahagonijev	pridevnik	3	o barvi
orehovina	orehovina	samostalnik	1	les
anektirati	anektirati	glagol	1	priključiti
domnevati	domnevati	glagol	1	predvidevati
akvamarinski	akvamarinski	pridevnik	1	zelenkasto moder
abiotski	abiotski	pridevnik	1	o neživem delu narave
alkoholičen	alkoholičen	pridevnik	1	o alkoholikih
antitetičen	antitetičen	pridevnik	1	nasprotujoč si
zemljemerski	zemljemerski	pridevnik	1	o zemljemerstvu
aforističen	aforističen	pridevnik	1	o aforizmu
altruističen	altruističen	pridevnik	1	o etični drži
bifokalen	bifokalen	pridevnik	1	dvožariščen
flegmatičen	flegmatičen	pridevnik	1	ravnodušen
adventiven	adventiven	pridevnik	1	nadomesten
akumulativen	akumulativen	pridevnik	1	o denarnih sredstvih
akumulativen	akumulativen	pridevnik	2	ki se zbira ali kopiči
anglofonski	anglofonski	pridevnik	1	o nekdanjih britanskih kolonijah
antikorozijski	antikorozijski	pridevnik	1	proti rji
antikvaren	antikvaren	pridevnik	1	o antikvariatu
arhitektski	arhitektski	pridevnik	1	o arhitektih ali arhitekturi
aristotelski	aristotelski	pridevnik	1	o Aristotelovi filozofiji
aseksualen	aseksualen	pridevnik	1	nespolen; ki ga spolnost ne zanima;
aplikativen	aplikativen	pridevnik	1	o uporabi v praksi
aplikativen	aplikativen	pridevnik	2	o računalniku
čuten	čuten	pridevnik	1	povezan s čuti
čuten	čuten	pridevnik	2	telesen, kot nasprotje umskemu
čuten	čuten	pridevnik	3	ki vzburja čute
didaktičen	didaktičen	pridevnik	1	o poučevanju
didaktičen	didaktičen	pridevnik	2	o literarnih delih
didaktičen	didaktičen	pridevnik	3	o igračah
dvoličen	dvoličen	pridevnik	1	hinavski
hlapen	hlapen	pridevnik	1	ki prehaja v plinsko stanje
košat	košat	pridevnik	1	o laseh in dlakah
košat	košat	pridevnik	2	o rastlinah
košat	košat	pridevnik	3	o oblačilih
koščen	koščen	pridevnik	1	iz kosti
koščen	koščen	pridevnik	2	zelo suh
vsakodneven	vsakodneven	pridevnik	1	ki se dogaja vsak dan
vsakodneven	vsakodneven	pridevnik	2	običajen
vzorčast	vzorčast	pridevnik	1	z vzorcem
aristotelovski	aristotelovski	pridevnik	1	o Aristotelovi filozofiji
filigranski	filigranski	pridevnik	1	o tehniki izdelovanja okraskov
filigranski	filigranski	pridevnik	2	zelo natančen in premišljen
jelenje	jelenji	pridevnik	1	o živali
jelenje	jelenji	pridevnik	2	v kulinariki
jelenji	jelenji	pridevnik	3	o izdelkih
majčken	majčken	pridevnik	1	zelo majhen
tiptop	tiptop	pridevnik	1	brez napake
znosen	znosen	pridevnik	1	še sprejemljiv
zvezdnat	zvezdnat	pridevnik	1	poln zvezd
zvezdnat	zvezdnat	pridevnik	2	v obliki zvezde
zvezdnat	zvezdnat	pridevnik	3	čaroben; nepozaben;
nereaktiven	nereaktiven	pridevnik	1	kemično neodziven
brezvoden	brezvoden	pridevnik	1	brez vode
brezvoden	brezvoden	pridevnik	2	ki ne vsebuje vode
bazičen	bazičen	pridevnik	1	o kemijski sestavi
bazičen	bazičen	pridevnik	2	o učinku živil na telo
bazičen	bazičen	pridevnik	3	osnoven; temeljni;
bazičen	bazičen	pridevnik	4	o športni pripravljenosti
deževen	deževen	pridevnik	1	o dežju
deževen	deževen	pridevnik	2	z veliko dežja
vulkanski	vulkanski	pridevnik	1	o ognjeniški gori
vulkanski	vulkanski	pridevnik	2	ki je rezultat delovanja ognjeniške gore
vulkanski	vulkanski	pridevnik	3	silovit
džezovski	džezovski	pridevnik	1	o džez glasbi
jalov	jalov	pridevnik	1	ki ne prinese uspeha
jalov	jalov	pridevnik	2	neuresničen
jalov	jalov	pridevnik	3	neosnovan
jalov	jalov	pridevnik	4	nesmiseln; brez vrednosti;
jalov	jalov	pridevnik	5	neploden
jalov	jalov	pridevnik	6	nerodoviten
jantaren	jantaren	pridevnik	1	o snovi
jantaren	jantaren	pridevnik	2	o barvi
jajčast	jajčast	pridevnik	1	o obliki
cerkven	cerkven	pridevnik	1	o zgradbi
cerkven	cerkven	pridevnik	2	o instituciji
cerkven	cerkven	pridevnik	3	o obredih in praksah
cerkven	cerkven	pridevnik	4	o verovanju
cerkven	cerkven	pridevnik	5	neposveten
kreativen	kreativen	pridevnik	1	ustvarjalen; inovativen;
kreativen	kreativen	pridevnik	2	ki razvija nove ideje ali izdelke
tanljiv	tanljiv	pridevnik	1	o tanjšanju
vešč	vešč	pridevnik	1	sposoben; spreten;
gorat	gorat	pridevnik	1	z veliko gorami
škrobnat	škrobnat	pridevnik	1	ki vsebuje škrob
karirast	karirast	pridevnik	1	o vzorcu iz kar
kozmetičen	kozmetičen	pridevnik	1	o negi telesa
kozmetičen	kozmetičen	pridevnik	2	malenkosten; nebistven;
časnikarski	časnikarski	pridevnik	1	o časnikarstvu ali časnikarjih
administracijski	administracijski	pridevnik	1	o upravljanju in organizaciji
administracijski	administracijski	pridevnik	2	v računalništvu
rajni	rajni	pridevnik	1	umrli
rajni	rajni	pridevnik	2	nekdanji
razbojniški	razbojniški	pridevnik	1	o razbojnikih
močvirnat	močvirnat	pridevnik	1	močviren
nečitljiv	nečitljiv	pridevnik	1	neberljiv; nerazločen;
pankovski	pankovski	pridevnik	1	o glasbi
pankovski	pankovski	pridevnik	2	o stilu
paranormalen	paranormalen	pridevnik	1	nadnaraven
pianističen	pianističen	pridevnik	1	o igranju klavirja
rahločuten	rahločuten	pridevnik	1	nežen; občutljiv;
rahločuten	rahločuten	pridevnik	2	razumevajoč
rahločuten	rahločuten	pridevnik	3	o zgodbi
rahločuten	rahločuten	pridevnik	4	o zvoku ali podobi
jasnoviden	jasnoviden	pridevnik	1	o napovedovanju prihodnosti
sladkosned	sladkosned	pridevnik	1	kdor ima rad sladko
evfemističen	evfemističen	pridevnik	1	olepševalen
sajast	sajast	pridevnik	1	ki vsebuje saje
sajast	sajast	pridevnik	2	umazan zaradi saj
sajast	sajast	pridevnik	3	o barvi
nadomestljiv	nadomestljiv	pridevnik	1	pogrešljiv; zamenljiv;
nadomestljiv	nadomestljiv	pridevnik	2	popravljiv; odpravljiv;
pacifističen	pacifističen	pridevnik	1	o nasprotovanju vojni
čeljusten	čeljusten	pridevnik	1	o delu telesa
deformiran	deformiran	pridevnik	1	nepravilno oblikovan; izmaličen;
deformiran	deformiran	pridevnik	2	trajno spremenjen
želodčen	želodčen	pridevnik	1	o organu
satenast	satenast	pridevnik	1	iz satena
satenast	satenast	pridevnik	2	gladek in sijoč
veterinarski	veterinarski	pridevnik	1	o veterini kot vedi in dejavnosti
zdravstven	zdravstven	pridevnik	1	o zdravstvu
zdravstven	zdravstven	pridevnik	2	o zdravju ali zdravljenju
algebrajski	algebrajski	pridevnik	1	o algebri
centrističen	centrističen	pridevnik	1	o političnem prepričanju
aksialen	aksialen	pridevnik	1	o osi
algebrski	algebrski	pridevnik	1	o algebri
asistentski	asistentski	pridevnik	1	o strokovnem pomočniku
impliciten	impliciten	pridevnik	1	posredno izražen
potencialen	potencialen	pridevnik	1	mogoč
dispergiran	dispergiran	pridevnik	1	o razpršenosti
slankast	slankast	pridevnik	1	malce slan
studiozen	studiozen	pridevnik	1	zelo natančen in strokoven
adiabaten	adiabaten	pridevnik	1	o termodinamičnih procesih
apologetski	apologetski	pridevnik	1	branilen; opravičevalen;
apologetski	apologetski	pridevnik	2	povezan z doktrino apologetike
zunajsezonski	zunajsezonski	pridevnik	1	ki ni v času sezone
izvensezonski	izvensezonski	pridevnik	1	ki ni v času sezone
skuštran	skuštran	pridevnik	1	razmršen
nenaglašen	nenaglašen	pridevnik	1	izgovorjen brez naglasa
nenaglašen	nenaglašen	pridevnik	2	neizrazit
neberljiv	neberljiv	pridevnik	1	nerazločen
neberljiv	neberljiv	pridevnik	2	naporen za branje
dramski	dramski	pridevnik	1	o dramski umetnosti
češpljev	češpljev	pridevnik	1	v kulinariki
češpelj	češpljev	pridevnik	2	o drevesu
saudski	saudski	pridevnik	1	o Savdski Arabiji in Saudijcih
gruzijski	gruzijski	pridevnik	1	o Gruziji in Gruzijcih
francoski	francoski	pridevnik	1	o Franciji in Francozih
florentinski	florentinski	pridevnik	1	o Firencah in Firenčanih
rimljanski	rimljanski	pridevnik	1	o Antičnem Rimu in Rimljanih
samojski	samojski	pridevnik	1	o Samoi in Samojcih
kamboški	kamboški	pridevnik	1	o Kambodži in Kambodžanih
šrilanški	šrilanški	pridevnik	1	o Šrilanki in Šrilančanih
nizozemski	nizozemski	pridevnik	1	o Nizozemski in Nizozemcih
čilski	čilski	pridevnik	1	o Čilu in Čilencih
evropejski	evropejski	pridevnik	1	o Evropejcih
vandalski	vandalski	pridevnik	1	o namernem uničevanju
vandalski	vandalski	pridevnik	2	o Vandalih
ameriški	ameriški	pridevnik	1	o ZDA
ameriški	ameriški	pridevnik	2	o celini
jamajški	jamajški	pridevnik	1	o Jamajki in Jamajčanih
helenski	helenski	pridevnik	1	o Helenih
azerbajdžanski	azerbajdžanski	pridevnik	1	o Azerbajdžanu in Azerbajdžancih
afganistanski	afganistanski	pridevnik	1	o Afganistanu in Afganistancih
latvijski	latvijski	pridevnik	1	o Latviji in Latvijcih
mjanmarski	mjanmarski	pridevnik	1	o Mjanmaru in Mjanmarcih
vikinški	vikinški	pridevnik	1	o Vikingih
vikinški	vikinški	pridevnik	2	o lastnosti ali obnašanju
litovski	litovski	pridevnik	1	o Litvi in Litovcih
turški	turški	pridevnik	1	o Turčiji in Turkih
