iztočnica|besedna vrsta|številka pomena|indikator
moto|samostalnik|2|slogan
najeti|glagol|1|o prostoru ali vozilu
najeti|glagol|2|o ljudeh
najeti|glagol|3|o posojilu
očitno|prislov|1|vidno
očitno|prislov|2|domnevno
očitno|prislov|3|bolj
pomembno|prislov|1|znatno
pomembno|prislov|2|vzvišeno
pomembno|prislov|3|ključno
viza|samostalnik|1|dokument
aberacija|samostalnik|1|napaka leče
aberacija|samostalnik|2|o premiku zvezde
aberacija|samostalnik|3|lastnost, ki odstopa
aberacija|samostalnik|4|odstopanje; nepravilnost;
alergijski|pridevnik|1|o alergiji
antagonist|samostalnik|1|nasprotnik
antagonist|samostalnik|2|o snovi
antagonist|samostalnik|3|o mišici
antagonist|samostalnik|4|literarni lik
aretirati|glagol|1|odvzeti prostost
aretirati|glagol|2|blokirati
arhitekturen|pridevnik|1|o načrtovanju objektov
arhitekturen|pridevnik|2|o arhitektih
atmosferski|pridevnik|1|o plasti planeta
atmosferski|pridevnik|2|o vzdušju
atmosferski|pridevnik|3|o napravi
bezgavka|samostalnik|1|del telesa
biodizel|samostalnik|1|gorivo
blizu|prislov|1|o fizični razdalji
blizu|prislov|2|o pozitivnem odnosu; povezanosti;
blizu|prislov|3|o časovni razdalji
blizu|prislov|4|skoraj
blizu|prislov|6|o fizični razdalji
blizu|prislov|7|o časovni razdalji
brazgotinjenje|samostalnik|1|o nastanku brazgotin
brezplačno|prislov|1|zastonj
carinski|pridevnik|1|o dejavnosti
carinski|pridevnik|2|o dajatvi
carinski|pridevnik|3|o zgradbi ali območju
cepljiv|pridevnik|1|o lastnosti elementa
cepljiv|pridevnik|2|o lesu
cesarica|samostalnik|1|vladarka
cesarica|samostalnik|2|vladarjeva žena
cesarica|samostalnik|3|mojstrica; virtuozinja;
cesarski|pridevnik|1|o cesarju
cesarski|pridevnik|2|o cesarstvu
desetkrat|prislov|1|o desetih ponovitvah
desetkrat|prislov|2|o razmerju
desetkrat|prislov|3|veliko
diktatorski|pridevnik|1|o načinu vladanja
diktatorski|pridevnik|2|ukazovalen
donatorka|samostalnik|1|o finančni podpori
donatorka|samostalnik|2|o telesnih organih
dvodomen|pridevnik|1|o političnem telesu
dvodomen|pridevnik|2|o rastlini
dvoglasen|pridevnik|1|o petju
dvoglasen|pridevnik|2|o dveh glasovih
dvojezičen|pridevnik|1|v dveh jezikih
dvojezičen|pridevnik|2|ki zna dva jezika
eksempel|samostalnik|1|kratka pripoved
eksempel|samostalnik|2|zgled
emigrirati|glagol|1|izseliti se v tujino
endoparazit|samostalnik|1|organizem
epilepsija|samostalnik|1|bolezen
evakuirati|glagol|1|preseliti zaradi nevarnosti
evakuirati|glagol|2|o prostoru
evakuirati|glagol|3|o snovi
filmski|pridevnik|1|o filmu
filmski|pridevnik|2|nerealen
filmski|pridevnik|3|zelo lep
flirtati|glagol|1|izkazovati seksualni interes
flirtati|glagol|2|biti naklonjen čemu
flirtati|glagol|3|o nevarnosti
flirtati|glagol|4|izzivalno se obnašati
glasbenica|samostalnik|1|ženska, ki se ukvarja z glasbo
gnezdišče|samostalnik|1|o gnezdih živali
gnezdišče|samostalnik|2|vir dejavnosti; leglo;
identificirati|glagol|1|enačiti; istovetiti;
identificirati|glagol|2|določiti identiteto
identificirati|glagol|3|odkriti
identificirati|glagol|4|evidentirati
intravenski|pridevnik|1|vbrizgan v veno
intravensko|prislov|1|v veno
izseljevanje|samostalnik|1|proces selitev
izumrl|pridevnik|1|o živem bitju
izumrl|pridevnik|2|o dejavnosti ali predmetu
izumrl|pridevnik|3|o kraju
jugovzhodno|prislov|1|o smeri
jugozahod|samostalnik|1|smer
jugozahod|samostalnik|2|območje
južno|prislov|1|o smeri neba
južno|prislov|2|manj
kanibalizem|samostalnik|1|pri človeku
kanibalizem|samostalnik|2|pri živalih
kanibalizem|samostalnik|3|o uničevanju
kapelica|samostalnik|1|majhna verska zgradba
karoserija|samostalnik|1|ohišje avtomobila
kolidž|samostalnik|1|izobraževalna ustanova
kontinentalen|pridevnik|1|o površju
kontinentalen|pridevnik|2|o delu države ali regije
kontinentalen|pridevnik|3|o geopolitičnem območju
kontinentalen|pridevnik|4|o celinskem delu Evrope
kontingent|samostalnik|1|o količini blaga
kontingent|samostalnik|2|delež
kontingent|samostalnik|3|o vojski ali policiji
kontingent|samostalnik|4|o predstavnikih
kontroverzen|pridevnik|1|ki deli mnenja; sporen;
kozmonavt|samostalnik|1|astronavt
kriminal|samostalnik|1|kazniva dejavnost
kriminal|samostalnik|2|o nesprejemljivosti
kriminalec|samostalnik|1|zločinec; lopov;
kurator|samostalnik|1|skrbnik umetniških del
kurator|samostalnik|2|pravni zastopnik
legendaren|pridevnik|1|znamenit; slaven;
legendaren|pridevnik|2|o legendi
leposlovje|samostalnik|1|umetniška književna dela
letopis|samostalnik|1|letna publikacija
letopis|samostalnik|2|o pomembnem dosežku
letopis|samostalnik|3|letni pregled pomembnih dogodkov
litovščina|samostalnik|1|litovski jezik
matematičarka|samostalnik|1|strokovnjakinja
matematičarka|samostalnik|2|ženska, ki dobro računa
medicinski|pridevnik|1|o zdravljenju
medicinski|pridevnik|2|o vedi
mikroskopski|pridevnik|1|o mikroskopu
mikroskopski|pridevnik|2|ki se ga vidi le z mikroskopom
mikroskopski|pridevnik|3|zelo majhen
mikroskopski|pridevnik|4|zelo podroben
monoteističen|pridevnik|1|o veri
nagrajenka|samostalnik|1|prejemnica nagrade
odobriti|glagol|1|dati dovoljenje
odobriti|glagol|2|o denarju
odobriti|glagol|3|uslišati prošnjo
odobriti|glagol|4|potrditi veljavnost
ognojek|samostalnik|1|gnojna rana
očitek|samostalnik|1|kritika; izraz nezadovoljstva;
pljučen|pridevnik|1|o organu
pljučen|pridevnik|2|o jedi
pljučen|pridevnik|3|za zdravje pljuč
premier|samostalnik|1|predsednik vlade
reprezentanca|samostalnik|1|državna ekipa
reprezentanca|samostalnik|2|pogostitev v poslovne namene
rock'n'roll|samostalnik|1|vrsta glasbe
rock'n'roll|samostalnik|2|ples
traheitis|samostalnik|1|bolezen
trobenta|samostalnik|1|glasbilo
trobenta|samostalnik|2|glasbenik
trobenta|samostalnik|3|igranje trobente
trobenta|samostalnik|4|goba
trobenta|samostalnik|5|izpušni sistem
trobenta|samostalnik|6|o zvoku ali obliki trobente
trobenta|samostalnik|7|o propagandi
zarja|samostalnik|1|svetlobni pojav
zarja|samostalnik|2|o začetku nečesa
zdravstvo|samostalnik|1|dejavnost
zenit|samostalnik|1|o točki na nebu
zenit|samostalnik|2|vrhunec; višek;
zimzelen|pridevnik|1|o rastlini
zimzelen|pridevnik|2|dolgo priljubljen
zimzelen|pridevnik|3|vedno aktualen
zimzelen|pridevnik|4|dober kljub starosti
zjutraj|prislov|1|o delu dneva
znojenje|samostalnik|1|telesni proces
čezatlantski|pridevnik|1|o sodelovanju z Ameriko
čezatlantski|pridevnik|2|o prečkanju Atlantika
čokat|pridevnik|1|o postavi
čokat|pridevnik|2|o obliki
premiera|samostalnik|1|prva predstava umetniškega dela
premiera|samostalnik|2|o nastopu
premiera|samostalnik|3|o izdelku
kapitelj|samostalnik|1|zbor kanonikov
brodolom|samostalnik|1|potop ladje
brodolom|samostalnik|2|o neuspešni aktivnosti
kongres|samostalnik|1|srečanje
kongres|samostalnik|2|zakonodajno telo
vstaja|samostalnik|1|množični upor
aretacija|samostalnik|1|odvzem prostosti
direktiva|samostalnik|1|uradno navodilo
dovoljenje|samostalnik|1|privolitev
dovoljenje|samostalnik|2|dokument
amandma|samostalnik|1|dopolnilo zakona
nagovor|samostalnik|1|uvodni govor občinstvu
nagovor|samostalnik|2|uvodnik
nagovor|samostalnik|3|o nazivu
nagovor|samostalnik|4|o naslavljanju na osebo
replika|samostalnik|1|odziv
replika|samostalnik|2|kopija predmeta
replika|samostalnik|3|del dialoga
replika|samostalnik|4|odgovor
replika|samostalnik|5|posnemanje aktivnosti
hospitalizacija|samostalnik|1|zdravljenje v bolnišnici
kmetovanje|samostalnik|1|obdelovanje zemlje
cirkus|samostalnik|1|o potujočih zabavljačih
cirkus|samostalnik|2|o skupini ljudi
cirkus|samostalnik|3|o burni aktivnosti
cirkus|samostalnik|4|arena
živinoreja|samostalnik|1|dejavnost
frank|samostalnik|1|valuta
resolucija|samostalnik|1|uradni dokument ali sklep
resolucija|samostalnik|2|ločljivost
itinerar|samostalnik|1|potovalni načrt
itinerar|samostalnik|2|razpored
itinerar|samostalnik|3|zemljevid; vodnik;
disertacija|samostalnik|1|znanstveno delo
disertacija|samostalnik|2|daljše delo ali govor
insignija|samostalnik|1|simbolni predmet
insignija|samostalnik|2|prepoznavna lastnost
insignija|samostalnik|3|model avtomobila
pomnilnik|samostalnik|1|del računalnika
podpornik|samostalnik|1|zagovornik
podpornik|samostalnik|2|pokrovitelj
podpornik|samostalnik|3|gradbeni element
podpornik|samostalnik|4|kdor spodbuja
podpornik|samostalnik|5|o računalniškem sistemu
podpornik|samostalnik|6|kar ohranja določeno položaj
droga|samostalnik|1|mamilo
droga|samostalnik|2|zdravilna snov
kontracepcija|samostalnik|1|preprečevanje zanositve
kontracepcija|samostalnik|2|sredstvo
milo|samostalnik|1|sredstvo za čiščenje
kolos|samostalnik|1|velikanski objekt ali predmet
kolos|samostalnik|2|ogromna organizacija
kolos|samostalnik|3|velik kip
kolos|samostalnik|4|velikan; orjak;
kolos|samostalnik|5|pomembna oseba
opera|samostalnik|1|umetniško delo
opera|samostalnik|2|zgradba
opera|samostalnik|3|glasbeni žanr
kočija|samostalnik|1|prevozno sredstvo
kočija|samostalnik|2|veliko vozilo
avtobus|samostalnik|1|prevozno sredstvo
ladjedelnica|samostalnik|1|podjetje
ladjedelnica|samostalnik|2|zgradba
grobnica|samostalnik|1|o pokopavanju mrtvih
grobnica|samostalnik|2|kraj smrti ali konca
institucija|samostalnik|1|ustanova
institucija|samostalnik|2|družbeno razmerje
institucija|samostalnik|3|o namestitvi
knjigarna|samostalnik|1|prodajalna knjig
katedrala|samostalnik|1|cerkvena stavba
katedrala|samostalnik|2|o izstopajoči zgradbi
desetletje|samostalnik|1|časovno obdobje
desetletje|samostalnik|2|del stoletja
zrelost|samostalnik|1|o mentalni starosti
zrelost|samostalnik|2|o kvalitetnem delovanju
zrelost|samostalnik|3|o primernosti za zaužitje
zrelost|samostalnik|4|o telesni starosti
zrelost|samostalnik|5|življenjsko obdobje
datum|samostalnik|1|podatek o dnevu ali dogodku
prestolonaslednik|samostalnik|1|vladarjev naslednik
branilec|samostalnik|1|nosilec naslova
branilec|samostalnik|2|odvetnik
branilec|samostalnik|3|obrambni igralec
branilec|samostalnik|4|varuh; zagovornik;
branilec|samostalnik|5|pri napadu
dirigent|samostalnik|1|umetniški vodja
dirigent|samostalnik|2|vodja
zločinec|samostalnik|1|kdor zagreši zločin
bojevnik|samostalnik|1|o boju ali spopadu
bojevnik|samostalnik|2|borbena oseba
bojevnik|samostalnik|3|vnet zagovornik
bojevnik|samostalnik|4|član košarkarskega kluba
bojevnik|samostalnik|5|vozilo
bralec|samostalnik|1|kdor bere publikacijo
bralec|samostalnik|2|kdor bere; kdor rad bere;
bralec|samostalnik|3|kdor bere drugim
glasbenik|samostalnik|1|kdor se ukvarja z glasbo
esejist|samostalnik|1|pisec
govorec|samostalnik|1|kdor govori
govorec|samostalnik|2|o jeziku
govorec|samostalnik|3|o javnem nastopu
govorec|samostalnik|4|predstavnik organizacije
dramatik|samostalnik|1|pisec dramskih del
vratar|samostalnik|1|športni igralec
vratar|samostalnik|2|poklic
vratar|samostalnik|3|del telesa
zdravnik|samostalnik|1|poklic
novinarka|samostalnik|1|avtorica člankov v medijih
filozof|samostalnik|1|strokovnjak
filozof|samostalnik|2|o pronicljivem razmišljanju
filozof|samostalnik|3|kdor veliko prazno govori
astronavt|samostalnik|1|kdor gre v vesolje
čevljar|samostalnik|1|poklic
arhitekt|samostalnik|1|kdor načrtuje gradbene projekte
arhitekt|samostalnik|2|snovalec; idejni vodja;
hčerka|samostalnik|1|sorodnica
novorojenček|samostalnik|1|novorojeni otrok
novorojenček|samostalnik|2|o novi stvari
mrtvorojenec|samostalnik|1|mrtev otrok
mrtvorojenec|samostalnik|2|o neučinkoviti ideji
fant|samostalnik|1|moški; mladenič;
fant|samostalnik|2|otrok
fant|samostalnik|3|pripadnik skupine
fant|samostalnik|4|partner
fant|samostalnik|5|igralna karta
osebek|samostalnik|1|organizem
osebek|samostalnik|2|oseba
osebek|samostalnik|3|stavčni člen
zajedavec|samostalnik|1|rastlinski ali živalski organizem
zajedavec|samostalnik|2|izkoriščevalska oseba
barbar|samostalnik|1|pripadnik neciviliziranega ljudstva
barbar|samostalnik|2|o surovem obnašanju
bedak|samostalnik|1|neumen človek
boginja|samostalnik|1|žensko božanstvo
boginja|samostalnik|2|občudovana ženska
grofica|samostalnik|1|plemiški naziv
grofica|samostalnik|2|grofova žena
cesar|samostalnik|1|vladar
cesar|samostalnik|2|vodilna oseba
bojazen|samostalnik|1|tesnoben občutek
gliva|samostalnik|1|organizem
gliva|samostalnik|2|goba
zelenjava|samostalnik|1|o rastlinah
kava|samostalnik|1|pijača
kava|samostalnik|2|dogodek
kava|samostalnik|3|zrna kavovca
kava|samostalnik|4|rastlina
kava|samostalnik|5|kavni nadomestek
medicina|samostalnik|1|veda
medicina|samostalnik|2|medicinska fakulteta
botanika|samostalnik|1|veda
jezikoslovje|samostalnik|1|veda
irščina|samostalnik|1|jezik
abeceda|samostalnik|1|o pisavi
abeceda|samostalnik|2|osnovno znanje
anamneza|samostalnik|1|zdravstvena zgodovina
anamneza|samostalnik|2|analiza pretekle dejavnosti
anamneza|samostalnik|3|spominjanje
judaizem|samostalnik|1|religija
napuh|samostalnik|1|o osebnostni lastnosti
ekvator|samostalnik|1|na Zemlji
ekvator|samostalnik|2|na planetu
ekvator|samostalnik|3|nebesni ekvator
deževje|samostalnik|1|o dežju
izumrtje|samostalnik|1|o živih bitjih
izumrtje|samostalnik|2|o dejavnosti ali predmetu
izumrtje|samostalnik|3|o kraju
kanton|samostalnik|1|upravna enota
kanton|samostalnik|2|zvezna dežela v Švici
nadškofija|samostalnik|1|cerkvena upravna enota
celina|samostalnik|1|večja površina kopnega
celina|samostalnik|2|o delu države
departma|samostalnik|1|upravna enota
departma|samostalnik|2|vladni oddelek
atmosfera|samostalnik|1|plast nebesnega telesa
atmosfera|samostalnik|2|vzdušje
atmosfera|samostalnik|3|enota za zračni tlak
atmosfera|samostalnik|4|o nadzorovanem prostoru
nožnica|samostalnik|1|ženski spolni organ
nožnica|samostalnik|2|pripomoček za rezilo
nožnica|samostalnik|3|del lista
vitica|samostalnik|1|del rastline
vitica|samostalnik|2|o vzorcu
hruška|samostalnik|1|sadno drevo
hruška|samostalnik|2|sadež
hruška|samostalnik|3|vrsta kamiona
hruška|samostalnik|4|del vozila
hruška|samostalnik|5|pri boksu
citrus|samostalnik|1|sadež
citrus|samostalnik|2|drevo
lakota|samostalnik|1|potreba po hrani
lakota|samostalnik|2|pomanjkanje hrane
lakota|samostalnik|3|močna želja
lakota|samostalnik|4|rastlina
cerkev|samostalnik|1|verska zgradba
cerkev|samostalnik|2|organizacija
žirija|samostalnik|1|skupina za ocenjevanje
žirija|samostalnik|2|vodstvo tekmovanja
cvetje|samostalnik|1|rože
cvetje|samostalnik|2|množica cvetov
cvetje|samostalnik|3|stanje cvetenja
flora|samostalnik|1|rastlinstvo
flora|samostalnik|2|skupek mikroorganizmov
fenol|samostalnik|1|snov
fenol|samostalnik|2|spojina
mineral|samostalnik|1|rudnina
mineral|samostalnik|2|hranilo
bronhitis|samostalnik|1|bolezen
infekcija|samostalnik|1|o vdoru patogenih mikroorganizmov
infekcija|samostalnik|2|bolezensko stanje
gobavost|samostalnik|1|bolezen
gripa|samostalnik|1|bolezen
hipertenzija|samostalnik|1|zvišan krvni tlak
državljanstvo|samostalnik|1|pripadnost državi
lezija|samostalnik|1|rana
brazgotina|samostalnik|1|sled zaceljenega tkiva
brazgotina|samostalnik|2|o duševnem stanju
brazgotina|samostalnik|3|o posledicah aktivnosti
brazgotina|samostalnik|4|del rastline
bankrot|samostalnik|1|finančno stanje
bankrot|samostalnik|2|propad
žrelo|samostalnik|1|del telesa
žrelo|samostalnik|2|pri živali
žrelo|samostalnik|3|del vulkana
žrelo|samostalnik|4|kar vodi v uničenje
žrelo|samostalnik|5|široka odprtina
žrelo|samostalnik|6|del panja
ličinka|samostalnik|1|razvojna stopnja živali
ličinka|samostalnik|2|vaba na trnku
racman|samostalnik|1|račji samec
žuželka|samostalnik|1|žival
mravlja|samostalnik|1|žuželka
glista|samostalnik|1|parazitski črv
glista|samostalnik|2|o človeku
glista|samostalnik|3|deževnik
dinozaver|samostalnik|1|izumrli plazilec
dinozaver|samostalnik|2|o nesodobnosti ali zastarelosti
leopard|samostalnik|1|velika mačka
